2020-11-03 11:04:19 INFO  Log4j:34 - 
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of)]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of)]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of)]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - 
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Egypt]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Egypt]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Egypt, Libya]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Egypt, Libya]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Egypt, Libya, Morocco]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Egypt, Libya, Morocco]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Egypt, Libya, Morocco, Sudan]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Egypt, Libya, Morocco, Sudan]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Algeria, Egypt, Libya, Morocco, Sudan, Tunisia]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Algeria, Egypt, Libya, Morocco, Sudan, Tunisia]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - 
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - 
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Burundi]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi]}
2020-11-03 11:05:51 INFO  Log4j:99 - Region data : {Africa and The Middle East={MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi]}}
2020-11-03 11:05:51 INFO  Log4j:55 - Africa and The Middle East
2020-11-03 11:05:51 INFO  Log4j:85 - [Burundi]
2020-11-03 11:05:51 INFO  Log4j:91 - Country name list: [Burundi, Comoros]
2020-11-03 11:05:51 INFO  Log4j:94 - sub_region list: {MENA=[Algeria, Bahrain, Egypt, Iran (Islamic Republic of), Iraq, Jordan, Kuwait, Lebanon, Libya, Morocco, Oman, State of Palestine, Qatar, Saudi Arabia, Sudan, Syrian Arab Republic, Tunisia, United Arab Emirates, Yemen], Northern Africa=[Algeria, Egypt, Libya, Morocco, Sudan, Tunisia], Sub-Saharan Africa=null, Eastern Africa=[Burundi, Comoros]}
