2020-08-31 17:39:34 INFO  Log4j:29 - 
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Shanxi Found in Excel
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Sichuan Found in Excel
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Tianjin Found in Excel
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Tibet Found in Excel
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Xinjiang Found in Excel
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Yunnan Found in Excel
2020-08-31 17:40:05 INFO  Log4j:348 - Web element Zhejiang Found in Excel
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Anhui found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Beijing found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Chongqing found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Fujian found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Gansu found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Guangdong found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Guangxi found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Guizhou found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Hainan found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Hebei found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Heilongjiang found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Henan found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Hubei found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Hunan found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Inner Mongolia found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Jiangsu found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Jiangxi found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Jilin found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Liaoning found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Ningxia found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Qinghai found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Shaanxi found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Shandong found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Shanghai found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Shanxi found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Sichuan found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Tianjin found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Tibet found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Xinjiang found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Yunnan found on site
2020-08-31 17:40:05 INFO  Log4j:356 - Excel item Zhejiang found on site
2020-08-31 17:40:05 INFO  Log4j:144 - Province size is: 31
2020-08-31 17:40:06 INFO  Log4j:150 - Province in Excel is: Anhui
2020-08-31 17:40:06 INFO  Log4j:151 - Prefecture Count in Excel is: 16
2020-08-31 17:40:06 INFO  Log4j:156 - 0
2020-08-31 17:40:06 INFO  Log4j:330 - WebElements size is on site: 15
2020-08-31 17:40:06 ERROR Log4j:342 - ERROR : We have 16 elements in Excel but see only 15 elements on site
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Anqing Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Bengbu Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Chizhou Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Chuzhou Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Fuyang Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Hefei Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Huaibei Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Huainan Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Huangshan Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Lu'an Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Maanshan Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Suzhou Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Tongling Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Wuhu Found in Excel
2020-08-31 17:40:06 INFO  Log4j:348 - Web element Xuancheng Found in Excel
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Anqing found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Bengbu found on site
2020-08-31 17:40:06 ERROR Log4j:358 - ERROR : We don't find Bozhou in on Site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Chizhou found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Chuzhou found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Fuyang found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Hefei found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Huaibei found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Huainan found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Huangshan found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Lu'an found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Maanshan found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Suzhou found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Tongling found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Wuhu found on site
2020-08-31 17:40:06 INFO  Log4j:356 - Excel item Xuancheng found on site
2020-08-31 17:40:08 INFO  Log4j:150 - Province in Excel is: Beijing
2020-08-31 17:40:08 INFO  Log4j:151 - Prefecture Count in Excel is: 18
2020-08-31 17:40:08 INFO  Log4j:156 - 1
2020-08-31 17:40:08 INFO  Log4j:330 - WebElements size is on site: 18
2020-08-31 17:40:08 INFO  Log4j:340 - Both list have same size of 18
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Changping Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Chaoyang Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Chongwen Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Daxing Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Dongcheng Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Fangshan Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Fengtai Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Haidian Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Huairou Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Mentougou Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Miyun Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Pinggu Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Shijingshan Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Shunyi Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Tongzhou Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Xicheng Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Xuanwu Found in Excel
2020-08-31 17:40:08 INFO  Log4j:348 - Web element Yanqing Found in Excel
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Changping found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Chaoyang found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Chongwen found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Daxing found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Dongcheng found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Fangshan found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Fengtai found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Haidian found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Huairou found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Mentougou found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Miyun found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Pinggu found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Shijingshan found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Shunyi found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Tongzhou found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Xicheng found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Xuanwu found on site
2020-08-31 17:40:08 INFO  Log4j:356 - Excel item Yanqing found on site
2020-08-31 17:40:09 INFO  Log4j:150 - Province in Excel is: Chongqing
2020-08-31 17:40:09 INFO  Log4j:151 - Prefecture Count in Excel is: 40
2020-08-31 17:40:09 INFO  Log4j:156 - 2
2020-08-31 17:40:09 INFO  Log4j:330 - WebElements size is on site: 40
2020-08-31 17:40:10 INFO  Log4j:340 - Both list have same size of 40
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Banan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Beibei Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Bishan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Changshou Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Chengkou Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Dadukou Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Dazu Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Dianjiang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Fengdu Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Fengjie Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Fuling Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Hechuan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Jiangbei Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Jiangjin Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Jiulongpo Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Kai Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Liangping Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Nan'an Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Nanchuan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Pengshui Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Qianjiang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Qijiang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Rongchang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Shapingba Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Shizhu Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Shuangqiao Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Tongliang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Tongnan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Wansheng Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Wanzhou Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Wulong Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Wushan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Wuxi Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Xiushan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Yongchuan Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Youyang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Yubei Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Yunyang Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Yuzhong Found in Excel
2020-08-31 17:40:10 INFO  Log4j:348 - Web element Zhong Found in Excel
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Banan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Beibei found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Bishan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Changshou found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Chengkou found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Dadukou found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Dazu found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Dianjiang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Fengdu found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Fengjie found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Fuling found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Hechuan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Jiangbei found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Jiangjin found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Jiulongpo found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Kai found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Liangping found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Nan'an found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Nanchuan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Pengshui found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Qianjiang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Qijiang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Rongchang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Shapingba found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Shizhu found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Shuangqiao found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Tongliang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Tongnan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Wansheng found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Wanzhou found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Wulong found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Wushan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Wuxi found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Xiushan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Yongchuan found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Youyang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Yubei found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Yunyang found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Yuzhong found on site
2020-08-31 17:40:10 INFO  Log4j:356 - Excel item Zhong found on site
2020-08-31 17:40:11 INFO  Log4j:150 - Province in Excel is: Fujian
2020-08-31 17:40:11 INFO  Log4j:151 - Prefecture Count in Excel is: 9
2020-08-31 17:40:11 INFO  Log4j:156 - 3
2020-08-31 17:40:11 INFO  Log4j:330 - WebElements size is on site: 9
2020-08-31 17:40:11 INFO  Log4j:340 - Both list have same size of 9
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Fuzhou Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Longyan Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Nanping Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Ningde Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Putian Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Quanzhou Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Sanming Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Xiamen Found in Excel
2020-08-31 17:40:11 INFO  Log4j:348 - Web element Zhangzhou Found in Excel
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Fuzhou found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Longyan found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Nanping found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Ningde found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Putian found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Quanzhou found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Sanming found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Xiamen found on site
2020-08-31 17:40:11 INFO  Log4j:356 - Excel item Zhangzhou found on site
2020-08-31 17:40:13 INFO  Log4j:150 - Province in Excel is: Gansu
2020-08-31 17:40:13 INFO  Log4j:151 - Prefecture Count in Excel is: 14
2020-08-31 17:40:13 INFO  Log4j:156 - 4
2020-08-31 17:40:13 INFO  Log4j:330 - WebElements size is on site: 14
2020-08-31 17:40:13 INFO  Log4j:340 - Both list have same size of 14
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Baiyin Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Dingxi Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Gannan Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Jiayuguan Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Jinchang Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Jiuquan Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Lanzhou Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Linxia Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Longnan Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Pingliang Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Qingyang Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Tianshui Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Wuwei Found in Excel
2020-08-31 17:40:13 INFO  Log4j:348 - Web element Zhangye Found in Excel
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Baiyin found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Dingxi found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Gannan found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Jiayuguan found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Jinchang found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Jiuquan found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Lanzhou found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Linxia found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Longnan found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Pingliang found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Qingyang found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Tianshui found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Wuwei found on site
2020-08-31 17:40:13 INFO  Log4j:356 - Excel item Zhangye found on site
2020-08-31 17:40:14 INFO  Log4j:150 - Province in Excel is: Guangdong
2020-08-31 17:40:14 INFO  Log4j:151 - Prefecture Count in Excel is: 21
2020-08-31 17:40:14 INFO  Log4j:156 - 5
2020-08-31 17:40:14 INFO  Log4j:330 - WebElements size is on site: 21
2020-08-31 17:40:15 INFO  Log4j:340 - Both list have same size of 21
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Chaozhou Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Dongguan Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Foshan Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Guangzhou Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Heyuan Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Huizhou Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Jiangmen Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Jieyang Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Maoming Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Meizhou Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Qingyuan Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Shantou Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Shanwei Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Shaoguan Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Shenzhen Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Yangjiang Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Yunfu Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Zhanjiang Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Zhaoqing Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Zhongshan Found in Excel
2020-08-31 17:40:15 INFO  Log4j:348 - Web element Zhuhai Found in Excel
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Chaozhou found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Dongguan found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Foshan found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Guangzhou found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Heyuan found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Huizhou found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Jiangmen found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Jieyang found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Maoming found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Meizhou found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Qingyuan found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Shantou found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Shanwei found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Shaoguan found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Shenzhen found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Yangjiang found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Yunfu found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Zhanjiang found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Zhaoqing found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Zhongshan found on site
2020-08-31 17:40:15 INFO  Log4j:356 - Excel item Zhuhai found on site
2020-08-31 17:40:16 INFO  Log4j:150 - Province in Excel is: Guangxi
2020-08-31 17:40:16 INFO  Log4j:151 - Prefecture Count in Excel is: 14
2020-08-31 17:40:16 INFO  Log4j:156 - 6
2020-08-31 17:40:16 INFO  Log4j:330 - WebElements size is on site: 14
2020-08-31 17:40:16 INFO  Log4j:340 - Both list have same size of 14
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Baise Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Beihai Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Chongzuo Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Fangchenggang Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Guigang Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Guilin Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Hechi Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Hezhou Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Laibin Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Liuzhou Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Nanning Found in Excel
2020-08-31 17:40:16 INFO  Log4j:348 - Web element Qinzhou Found in Excel
